Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,SoilType,WildernessArea,Average_Hillshade
3413,106,11,162,52,1760,3014,40,1,194.33333333333334
3298,149,15,433,17,1064,2800,22,1,200.33333333333334
3137,149,14,684,100,1822,765,32,3,201.33333333333334
3420,136,15,342,182,3743,3301,39,3,196.66666666666666
3409,132,16,190,38,1775,3042,40,1,194.0
3109,215,15,484,39,1981,845,32,3,213.0
3409,133,18,300,171,3783,3314,33,3,193.0
3381,172,16,301,69,1639,3007,38,1,206.33333333333334
3390,234,8,474,68,3701,2240,38,3,210.66666666666666
3411,121,16,309,173,3797,3354,39,3,191.33333333333334
3305,147,37,127,76,3919,3293,33,3,169.0
3364,231,9,319,42,3764,2100,38,3,211.33333333333334
3200,311,28,324,140,3190,3093,24,3,182.66666666666666
3417,95,20,335,179,3853,3461,39,3,178.0
3148,14,8,323,50,1714,3409,31,3,195.0
3368,138,15,300,46,1880,3192,40,1,197.66666666666666
3318,166,20,150,21,1400,3019,22,1,202.66666666666666
3072,80,16,192,58,1463,1215,33,3,181.0
3200,155,10,42,3,4227,3231,22,3,204.33333333333334
3353,124,9,234,31,1848,3199,38,1,199.66666666666666
3144,301,13,242,65,3417,3159,24,3,202.66666666666666
3347,131,5,170,25,1818,3207,38,1,202.66666666666666
3375,276,9,371,53,3882,2083,38,3,207.66666666666666
3203,16,11,60,-8,4168,3349,22,3,190.0
3381,283,11,395,59,3902,2081,38,3,207.33333333333334
3130,76,11,60,-6,4018,3260,22,3,190.33333333333334
3043,37,14,335,55,1140,1180,33,3,182.33333333333334
3264,189,10,127,5,3323,1572,23,3,209.33333333333334
3502,150,13,330,95,3918,3818,40,3,202.0
3474,127,24,258,111,3968,3745,33,3,181.66666666666666
3336,93,37,242,-26,4094,3601,33,3,135.0
3417,108,21,361,20,2173,3467,40,1,180.0
3364,86,8,272,42,2029,3399,38,1,196.0
3337,75,9,95,15,1891,3340,38,1,192.66666666666666
3055,145,12,331,-44,641,1396,22,1,201.66666666666666
3150,345,11,153,43,2184,638,23,3,195.0
3187,227,10,67,6,2758,1271,23,3,211.33333333333334
3444,130,23,192,81,4034,3784,33,3,185.33333333333334
3379,63,13,313,-17,2113,3476,38,1,186.0
3090,298,18,67,27,1911,418,23,3,200.0
3033,259,15,488,79,1320,421,13,3,210.66666666666666
3182,76,18,60,-2,4270,3467,22,3,177.33333333333334
3360,50,12,234,38,2038,3435,38,1,186.0
3119,103,6,247,-13,1107,1790,22,1,199.0
3268,57,20,0,0,4432,3589,22,3,171.0
3225,119,11,134,12,4480,3537,22,3,197.0
3302,0,13,503,78,2858,3368,32,3,189.0
3489,90,26,342,92,2455,3703,40,1,163.66666666666666
3390,86,12,212,-6,2216,3582,38,1,190.33333333333334
3034,107,5,335,-65,660,1307,23,1,200.66666666666666
3426,148,18,182,26,4127,3918,33,3,197.33333333333334
3296,319,21,649,199,3305,3513,40,3,189.33333333333334
3163,128,14,42,1,1396,2442,22,1,196.0
3286,339,19,616,188,3427,3528,40,3,184.33333333333334
3303,74,13,421,79,2780,3262,32,3,186.33333333333334
3413,96,11,162,16,2324,3672,38,1,192.33333333333334
3467,148,19,175,60,4089,4131,40,3,197.0
3321,8,7,418,97,2899,3287,32,3,197.0
3052,10,11,201,35,1233,2619,22,3,191.66666666666666
3464,80,27,242,67,2460,3759,39,1,158.66666666666666
3395,82,10,124,-1,2275,3598,38,1,191.66666666666666
3381,79,8,201,-6,2143,3425,38,1,195.0
3309,85,8,210,-25,1974,3197,38,1,195.66666666666666
3388,60,5,124,-8,2250,3532,38,1,197.66666666666666
3001,112,9,150,36,285,1034,22,1,197.66666666666666
3456,198,12,716,144,4089,2931,40,3,211.0
3268,0,19,361,132,3849,3601,40,3,179.0
3270,354,18,426,145,3766,3600,40,3,182.66666666666666
3120,162,9,0,0,1290,2067,23,1,205.66666666666666
3400,145,16,0,0,4224,4121,23,3,198.66666666666666
3369,115,17,95,18,4309,4000,23,3,188.0
3444,76,33,153,47,2470,3747,39,1,142.0
3383,121,8,95,-4,2249,3457,38,1,199.33333333333334
3011,184,3,228,33,488,1075,23,1,206.0
3293,349,17,534,167,3707,3645,40,3,185.66666666666666
3559,107,13,218,57,2652,3931,40,1,191.66666666666666
3417,68,21,90,20,2444,3682,39,1,170.0
3328,59,14,90,-6,2079,3190,38,1,183.33333333333334
2866,53,2,175,49,832,484,33,3,201.66666666666666
3282,229,23,247,53,3314,1383,32,3,212.66666666666666
3364,263,14,376,88,3494,1528,38,3,210.0
3445,177,13,558,120,4154,3037,40,3,208.0
3321,342,15,541,38,3529,3492,40,3,189.66666666666666
3317,141,15,285,93,3000,3168,39,3,198.66666666666666
3423,62,24,90,26,2464,3674,39,1,162.33333333333334
3387,128,8,60,-12,4319,4186,23,3,200.66666666666666
3311,354,19,552,173,3759,3618,40,3,181.0
3327,345,16,524,44,3569,3486,40,3,188.33333333333334
3139,11,8,390,29,1767,2761,31,3,194.0
3520,86,27,234,18,2597,3814,40,1,159.66666666666666
3014,90,5,162,3,430,1050,22,1,199.33333333333334
3431,180,11,443,95,4198,3131,33,3,208.33333333333334
3154,69,14,108,-15,1530,2335,22,1,184.33333333333334
3401,141,20,295,51,4211,3293,33,3,193.0
3374,155,8,30,4,4403,4200,23,3,205.0
3332,10,18,376,147,4113,3790,40,3,178.66666666666666
3333,0,18,531,181,3866,3632,40,3,180.0
3052,192,9,90,23,1556,42,32,3,210.0
3382,188,13,782,133,4358,2407,38,3,209.66666666666666
3394,133,23,277,49,4273,3247,33,3,186.33333333333334
3354,6,17,390,167,4219,3841,40,3,181.33333333333334
3190,327,17,124,26,2490,2761,24,3,191.66666666666666
3162,20,11,446,42,1956,2642,31,3,189.66666666666666
3372,183,14,666,123,4413,2496,38,3,209.0
3392,148,23,277,56,4305,3210,33,3,193.0
3371,133,9,42,5,4455,4334,23,3,201.0
3366,5,20,342,169,4313,3887,40,3,176.66666666666666
3163,7,11,589,61,1760,2601,31,3,190.33333333333334
2866,217,34,228,20,819,582,13,3,203.66666666666666
3360,185,13,566,102,4468,2561,33,3,209.66666666666666
3364,219,12,30,-7,4350,3485,33,3,212.33333333333334
3354,164,7,67,-10,4546,4335,23,3,206.0
3380,232,11,85,6,4380,3596,35,3,212.33333333333334
3391,353,17,467,43,3865,3439,40,3,183.33333333333334
3205,352,22,90,23,2706,2707,24,3,176.0
3225,75,17,270,-27,1622,2503,22,1,179.0
3351,173,14,404,72,3961,1922,38,3,207.0
3342,184,11,108,6,4417,3296,33,3,209.33333333333334
3367,32,3,30,1,4570,4441,23,3,200.33333333333334
3397,4,19,604,212,4119,3607,40,3,178.66666666666666
3139,2,8,648,122,1653,2520,31,3,196.0
3406,1,18,577,58,4052,3522,39,3,180.33333333333334
3240,132,7,30,1,3190,2897,39,3,202.0
3051,48,13,618,231,391,960,33,3,184.66666666666666
3416,2,18,564,68,4066,3501,39,3,179.66666666666666
3245,66,8,0,0,3231,2888,39,3,193.66666666666666
3286,124,18,268,48,1691,2624,30,1,190.33333333333334
3322,167,13,350,43,3947,1907,38,3,206.0
3321,165,14,376,42,3976,1935,38,3,205.33333333333334
3358,234,10,170,4,4530,3566,35,3,212.0
3040,8,17,108,36,150,774,22,1,180.0
3149,94,11,510,108,690,1376,32,3,192.0
3243,338,17,30,11,2982,2630,23,3,188.0
3142,104,11,499,99,660,1359,32,3,194.0
3316,232,8,30,0,4595,3290,35,3,211.0
3449,32,9,323,101,3941,3267,40,3,192.66666666666666
2858,49,29,150,35,421,402,33,3,147.33333333333334
3167,139,15,210,28,2471,564,31,3,197.66666666666666
3273,169,9,418,57,4282,2249,33,3,206.66666666666666
3288,29,15,85,0,3428,2808,39,3,182.0
3216,14,12,895,199,2017,2289,38,3,189.33333333333334
3274,24,10,127,-3,3296,2679,39,3,191.0
3262,14,19,875,124,2297,2191,40,3,176.66666666666666
3285,19,19,864,134,2389,2167,40,3,173.66666666666666
3244,11,16,990,118,2187,2170,38,3,181.66666666666666
3311,352,12,658,132,2636,2197,38,3,192.33333333333334
3065,337,10,30,6,552,1396,23,1,197.66666666666666
3259,154,8,342,19,3207,1167,32,3,204.66666666666666
3377,56,11,108,29,3838,2949,39,3,189.33333333333334
3306,71,16,108,11,3439,2634,39,3,181.0
3318,4,16,743,147,2601,2148,40,3,184.0
3401,292,10,382,24,4860,4004,38,3,205.33333333333334
3321,349,14,638,131,2741,2164,40,3,190.33333333333334
3256,349,16,1050,239,2059,2173,24,3,187.0
3081,45,4,228,27,1200,1448,23,2,199.66666666666666
3393,43,15,175,45,3895,2928,39,3,180.33333333333334
3332,6,15,467,98,2927,2218,38,3,185.33333333333334
3330,10,15,534,110,2864,2184,40,3,183.66666666666666
3289,296,7,162,5,4935,3069,38,3,205.33333333333334
3408,303,11,319,20,4950,3997,38,3,203.33333333333334
3385,45,7,153,11,3803,2779,39,3,195.0
3298,8,9,30,0,3439,2484,23,3,194.33333333333334
3279,346,15,1140,262,2015,2078,39,3,188.66666666666666
3243,306,10,60,11,4707,2708,32,3,202.66666666666666
3388,271,12,192,24,4965,3846,38,3,209.0
3454,326,10,499,35,5016,4265,38,3,199.0
3307,352,18,60,9,3434,2442,23,3,182.0
3281,0,14,1184,264,2125,2001,38,3,187.66666666666666
2978,308,9,42,5,335,182,22,2,203.0
3309,332,12,30,6,3500,2455,23,3,195.66666666666666
3103,48,7,0,0,1034,2070,22,1,195.0
3111,178,18,297,-7,1986,192,32,3,206.33333333333334
3119,179,19,190,34,2151,162,31,3,207.0
3351,105,13,42,8,3708,2589,23,3,191.66666666666666
3109,84,4,0,0,1084,2130,22,1,199.66666666666666
3423,312,12,256,29,5069,3992,38,3,200.66666666666666
3254,315,12,134,36,4656,2672,32,3,200.0
3268,310,12,192,45,4710,2731,32,3,200.66666666666666
3465,315,14,309,44,5146,4140,38,3,198.66666666666666
3376,343,32,127,65,3531,2324,40,3,157.66666666666666
3472,322,8,300,46,5180,4170,38,3,201.0
3492,322,11,404,40,5203,4320,38,3,199.33333333333334
3460,304,12,228,39,5198,4080,38,3,202.66666666666666
3463,304,10,201,37,5228,4080,38,3,203.33333333333334
3021,198,3,60,0,1436,633,31,3,206.66666666666666
3228,316,18,134,34,4336,2371,32,3,194.33333333333334
3456,287,14,150,35,5251,4020,38,3,205.33333333333334
3467,282,8,150,27,5288,4081,38,3,207.0
3160,315,7,120,17,811,1909,22,1,202.66666666666666
3440,262,16,67,19,5305,3962,38,3,210.33333333333334
2933,203,35,268,95,942,234,33,3,200.66666666666666
3409,315,12,424,50,5272,3337,38,3,200.0
3674,357,15,1154,319,5239,3692,40,3,187.0
3672,7,16,1172,317,5161,3610,40,3,182.33333333333334
3671,13,17,1179,316,5135,3583,40,3,180.66666666666666
3401,324,11,531,49,5150,3219,38,3,198.66666666666666
3403,326,10,509,47,5180,3249,38,3,199.0
3414,313,12,446,55,5269,3339,38,3,200.66666666666666
3682,0,14,1189,327,5228,3652,40,3,187.66666666666666
3023,224,17,127,-13,2155,417,32,3,213.66666666666666
3166,198,6,192,-4,3137,1253,32,3,208.66666666666666
3200,349,42,108,42,2985,1120,32,3,128.66666666666666
3703,6,10,1114,294,5109,3321,40,3,193.33333333333334
3109,319,5,658,-76,874,1050,23,2,203.0
3710,0,4,1077,264,5301,3504,40,3,200.66666666666666
3708,3,12,1131,262,5150,3337,40,3,190.33333333333334
3716,359,15,1103,270,5167,3326,40,3,186.66666666666666
3238,0,17,309,77,1230,2382,29,1,183.33333333333334
3469,314,13,860,256,4952,3078,40,3,199.33333333333334
3737,1,17,1074,328,5020,3164,40,3,182.66666666666666
3459,285,16,882,261,4891,3030,39,3,205.33333333333334
3468,289,16,899,267,4921,3059,40,3,204.33333333333334
3721,342,10,953,275,5374,3491,40,3,195.66666666666666
3740,347,16,1020,294,5165,3294,40,3,188.0
3755,0,16,1065,309,5013,3143,40,3,183.66666666666666
3371,264,13,847,186,4560,2736,38,3,210.0
3183,327,14,256,45,3571,1812,31,3,195.0
3370,265,14,870,188,4560,2744,38,3,209.66666666666666
3761,297,11,847,315,5239,3331,40,3,204.33333333333334
3181,359,9,124,-4,1410,751,32,2,194.66666666666666
3390,298,14,953,208,4622,2819,38,3,202.66666666666666
3802,352,13,957,356,4935,3026,40,3,190.33333333333334
3805,325,19,834,359,5051,3124,40,3,190.0
3815,349,14,892,369,4961,3037,40,3,189.66666666666666
3825,19,12,1062,49,4598,2676,40,3,187.66666666666666
3844,335,4,918,395,4805,2860,40,3,202.33333333333334
3849,348,17,891,73,4444,2506,40,3,185.0
3384,92,15,553,227,1451,937,39,3,185.66666666666666
3354,89,17,510,197,1328,997,39,3,181.0
3345,90,19,480,188,1296,999,39,3,177.33333333333334
3257,246,9,558,142,3565,1964,33,3,210.66666666666666
2946,356,23,124,57,1170,860,31,3,171.33333333333334
2997,225,16,234,107,2096,1176,33,3,213.0
3186,265,22,446,-46,3335,1809,33,3,207.66666666666666
3411,169,15,459,254,1620,708,40,3,205.66666666666666
3372,102,16,395,215,1380,872,39,3,186.0
2948,6,11,721,71,743,1167,24,3,191.66666666666666
3401,168,13,417,244,1530,743,40,3,206.33333333333334
3387,162,26,395,228,1710,582,39,3,195.0
3383,182,23,361,224,1560,679,39,3,204.66666666666666
3306,134,33,300,149,1260,916,39,3,170.0
3157,137,31,350,0,1050,1100,39,3,174.66666666666666
3182,272,18,216,34,408,700,32,2,207.33333333333334
3194,232,23,594,122,3443,1956,33,3,212.0
3042,151,22,212,42,518,1587,22,3,195.33333333333334
3259,55,16,324,20,1040,808,32,2,178.33333333333334
2917,27,11,162,34,1611,1256,31,3,189.66666666666666
3304,184,37,247,145,1597,576,39,3,191.33333333333334
3113,106,20,295,-2,942,1167,22,3,179.66666666666666
3005,108,13,190,53,1018,1150,32,3,192.33333333333334
3167,326,5,313,3,313,1475,23,2,202.0
3204,150,36,120,47,1307,808,39,3,174.0
3204,298,9,270,30,661,875,22,2,204.66666666666666
3481,293,15,1199,350,4224,2738,40,3,203.33333333333334
3387,300,21,1087,272,3988,2508,27,3,197.66666666666666
3224,110,8,0,0,1426,2582,23,1,198.0
3124,119,20,430,69,450,1332,32,3,185.0
3022,87,18,30,-7,993,1290,32,3,179.66666666666666
3096,162,24,42,7,1138,972,22,3,197.33333333333334
3203,304,7,150,24,474,992,22,2,204.0
3240,350,5,42,3,636,1082,19,2,200.0
3233,122,14,150,33,1871,242,35,3,193.66666666666666
2952,304,28,323,183,760,1250,33,3,186.0
2725,34,9,0,0,902,830,23,3,192.33333333333334
3234,85,10,124,27,1878,228,35,3,191.66666666666666
2807,342,10,0,0,794,1130,23,3,196.66666666666666
2895,45,18,201,43,532,1631,32,3,174.0
3085,334,15,323,88,451,1832,22,3,192.0
2921,41,18,256,69,626,1611,32,3,174.0
3156,74,21,124,7,1348,781,39,3,170.33333333333334
2751,196,7,0,0,1216,908,23,3,209.0
3198,19,9,330,3,966,1256,32,2,193.33333333333334
3022,18,7,85,0,787,1440,23,3,196.33333333333334
3159,358,20,492,80,1095,1588,24,3,177.33333333333334
2962,46,13,234,-8,845,1577,32,3,184.0
3262,108,31,124,34,2110,30,39,3,159.33333333333334
3208,42,6,277,13,983,1276,32,2,196.66666666666666
3196,76,19,175,5,1517,671,39,3,175.66666666666666
3234,335,11,67,9,1945,258,35,3,196.33333333333334
3239,348,14,108,13,1861,335,35,3,189.66666666666666
3243,332,14,134,18,1805,390,39,3,194.33333333333334
3236,46,16,212,33,1694,503,39,3,179.0
3196,83,15,150,5,1530,677,39,3,184.0
3415,159,4,134,0,2991,888,35,3,205.0
3235,325,11,67,9,1984,255,35,3,198.0
3246,349,14,150,20,1844,376,39,3,189.66666666666666
3197,57,15,127,6,1543,684,39,3,182.0
3183,77,17,85,5,1463,771,39,3,179.0
3074,101,15,67,13,1283,1660,13,3,187.0
3293,101,23,42,11,2248,228,39,3,174.0
3241,29,20,201,36,1664,579,39,3,170.33333333333334
3185,67,16,60,-5,1477,779,39,3,179.66666666666666
3168,37,21,30,5,1425,837,39,3,168.33333333333334
3178,17,19,0,0,1441,845,22,3,174.66666666666666
3054,29,12,95,3,1395,1710,32,3,187.0
3408,189,5,108,2,3042,940,35,3,207.33333333333334
3173,298,13,875,-29,1342,1328,31,3,203.66666666666666
3229,315,8,516,45,560,967,23,2,202.0
3414,96,24,0,0,3194,1092,35,3,170.33333333333334
3402,137,13,170,36,2876,780,35,3,199.0
3178,325,10,582,170,793,1973,24,3,199.66666666666666
3071,28,10,85,5,1426,1771,32,3,190.33333333333334
3296,45,3,0,0,2374,376,35,3,200.33333333333334
3246,15,12,365,48,841,1442,24,2,188.66666666666666
3209,8,13,60,4,1531,859,22,3,187.33333333333334
3360,122,9,42,5,2789,716,35,3,198.66666666666666
3084,260,30,481,163,2930,2497,31,3,203.33333333333334
3341,162,17,0,0,2669,636,35,3,202.66666666666666
2876,109,28,127,33,1273,1507,33,3,166.66666666666666
3256,22,11,488,57,582,1116,23,2,189.66666666666666
3139,52,28,566,230,2262,2220,33,3,150.33333333333334
3346,12,22,108,38,2470,552,39,3,168.66666666666666
3223,69,26,270,57,525,2067,33,2,157.66666666666666
2933,351,19,283,89,2368,1860,33,3,181.66666666666666
3361,293,6,127,25,2523,618,39,3,205.66666666666666
3187,25,11,395,120,2052,2173,33,3,189.33333333333334
2916,32,19,212,52,2308,2081,33,3,173.0
3245,353,29,594,82,1365,1436,39,3,160.66666666666666
2974,4,14,285,-38,900,2029,32,3,187.33333333333334
2812,82,13,124,49,1692,1618,33,3,187.0
3282,340,21,755,166,1328,1624,39,3,181.33333333333334
3294,356,22,779,189,1282,1733,39,3,175.33333333333334
3286,60,18,134,-20,1826,997,39,3,175.33333333333334
3262,59,11,242,-17,1739,1084,39,3,187.66666666666666
2991,353,17,268,-40,960,2076,32,3,183.33333333333334
2962,5,22,150,31,2215,1584,33,3,171.33333333333334
3011,7,20,362,-20,1027,2055,32,3,174.33333333333334
2800,79,15,90,30,1813,1747,33,3,182.66666666666666
2784,59,15,30,10,1860,1761,33,3,181.0
3044,266,26,228,125,2524,2735,33,3,205.0
3301,60,19,175,0,1888,1064,39,3,173.0
2795,65,13,60,21,1855,1783,33,3,184.66666666666666
3146,281,14,201,5,120,2589,31,3,206.66666666666666
2978,64,25,134,54,2244,2649,33,3,160.0
3326,23,5,60,8,2038,1024,39,3,197.66666666666666
3243,169,17,331,98,547,2613,32,2,205.33333333333334
3398,108,32,270,79,2334,918,40,3,146.0
3314,86,14,150,0,1994,1099,39,3,186.66666666666666
3295,75,16,228,-6,1931,1153,39,3,181.66666666666666
3294,12,12,900,91,1885,708,24,3,188.33333333333334
3084,36,23,67,19,1215,2557,24,3,164.0
3019,44,19,752,124,1282,1945,33,3,173.33333333333334
2924,56,14,547,159,1575,1832,32,3,184.0
2833,78,15,242,61,1824,1875,33,3,182.66666666666666
3429,118,16,700,66,864,421,40,2,191.0
3024,59,30,190,97,2132,2760,33,3,146.0
3326,307,10,0,0,2165,1060,39,3,202.66666666666666
2795,117,5,90,7,1976,1936,33,3,201.0
3480,154,35,285,35,2556,990,40,3,178.33333333333334
3471,144,36,295,30,2532,990,40,3,170.66666666666666
3316,1,15,904,113,1972,638,24,3,186.33333333333334
3276,18,20,175,56,2084,1265,39,3,172.33333333333334
3282,29,18,162,45,2110,1282,39,3,176.33333333333334
3173,84,17,60,15,968,2210,23,2,181.0
3197,177,16,277,23,577,2627,32,2,207.0
3194,289,14,60,10,1513,2518,23,3,205.33333333333334
3411,133,15,242,-8,2539,1082,39,3,195.66666666666666
3407,124,13,242,46,2516,1084,39,3,196.33333333333334
2962,51,13,658,200,1681,2016,33,3,184.33333333333334
2814,48,17,120,29,2036,2047,33,3,176.66666666666666
2807,54,16,90,20,2058,2053,33,3,179.0
3405,115,10,216,35,2535,1114,39,3,197.33333333333334
2803,65,16,60,14,2100,2089,23,3,178.66666666666666
2796,64,12,30,6,2122,2096,23,3,186.66666666666666
3156,348,19,277,42,499,1871,22,2,181.33333333333334
2832,54,15,150,45,2058,2101,33,3,180.33333333333334
3251,282,18,190,44,1471,2656,33,3,205.0
2837,58,16,150,49,2079,2131,33,3,178.66666666666666
3145,98,22,437,219,1832,2966,33,3,173.66666666666666
2825,63,18,90,34,2143,2171,33,3,176.33333333333334
2829,59,18,90,35,2164,2200,33,3,174.0
3220,321,10,60,13,1324,2730,23,3,200.0
3401,117,13,42,-2,2721,1290,39,3,194.33333333333334
2918,291,14,212,60,2742,2254,13,3,204.33333333333334
3112,16,12,124,36,2856,1419,33,3,188.66666666666666
3134,325,15,120,34,1620,2297,24,3,195.0
3100,35,22,730,75,1855,2070,33,3,166.33333333333334
3277,215,10,962,63,598,2848,13,3,211.33333333333334
3303,314,16,258,59,964,1503,22,2,196.33333333333334
3157,57,24,351,96,2967,918,24,3,162.0
3121,309,12,201,35,134,1106,22,2,201.33333333333334
3390,65,14,780,180,730,162,38,2,184.0
2893,240,19,42,10,2916,2195,13,3,212.66666666666666
3187,69,18,690,251,1364,2539,33,3,175.33333333333334
2880,57,22,150,63,2447,2108,33,3,166.0
3128,180,1,124,-1,636,2409,19,2,205.0
3227,23,23,67,20,1872,2214,33,3,166.0
3332,65,26,150,39,2233,2081,39,3,156.33333333333334
3212,303,29,443,120,390,1099,22,2,186.0
3172,217,16,741,79,309,2635,23,3,213.33333333333334
3521,115,4,540,28,1320,782,40,2,202.33333333333334
3427,101,7,633,-65,930,499,38,2,197.66666666666666
3204,116,6,743,-2,1062,2242,33,3,200.66666666666666
3371,127,9,750,190,1405,942,20,2,199.66666666666666
3210,123,7,743,0,1019,2206,33,3,201.0
3182,215,8,331,-24,663,2160,23,3,210.0
3441,92,25,324,65,2538,1878,39,3,165.0
3205,178,21,240,18,2183,1637,27,3,205.33333333333334
3317,322,16,600,178,2503,212,33,3,194.66666666666666
3200,165,12,732,-10,914,2131,33,3,205.66666666666666
2984,299,13,42,1,3441,1879,22,3,203.33333333333334
3218,137,20,242,53,1541,1599,23,2,191.66666666666666
3383,307,20,270,75,2372,2278,33,3,195.33333333333334
3333,322,35,426,137,537,677,33,2,164.0
3014,87,15,497,75,1463,2270,23,3,185.33333333333334
3205,156,11,120,18,2285,1610,27,3,204.33333333333334
3428,113,18,175,22,2691,1926,39,3,185.66666666666666
3291,90,15,323,62,492,769,24,2,185.33333333333334
3321,80,23,418,92,607,765,24,2,167.0
3049,324,11,95,4,3707,1747,22,3,198.66666666666666
3418,27,4,342,-3,953,837,38,2,199.0
3417,51,3,765,213,1120,912,31,2,200.0
3373,291,31,524,169,638,853,33,2,189.0
3413,27,8,636,214,732,841,40,2,194.0
3259,68,13,0,0,2465,1699,24,3,186.0
3131,169,6,618,90,649,1795,33,3,206.66666666666666
3417,65,4,350,69,865,902,40,2,199.0
3438,335,10,787,212,1047,949,40,2,197.66666666666666
3098,313,15,247,-3,3789,1588,22,3,198.0
3367,277,21,510,19,600,1022,22,2,204.66666666666666
3418,59,1,256,8,1008,953,40,2,202.33333333333334
3081,332,13,90,5,3872,1749,22,3,195.66666666666666
3419,34,7,190,71,1032,1036,40,2,194.66666666666666
3112,162,7,589,50,366,1621,23,3,205.66666666666666
3573,241,6,285,80,1738,1423,40,2,209.33333333333334
3337,104,15,212,56,757,1077,24,2,187.66666666666666
3141,34,15,270,23,2782,1054,22,3,181.0
3067,344,21,618,91,3444,1734,39,3,179.66666666666666
3248,321,13,755,30,3505,1172,22,3,197.66666666666666
3348,129,21,180,53,858,1120,24,2,187.33333333333334
3354,167,19,175,35,937,1142,24,2,203.33333333333334
3172,39,15,360,54,2852,972,24,3,181.66666666666666
3571,31,4,283,78,1691,1465,40,2,199.0
3439,288,16,671,232,949,1203,33,2,204.66666666666666
3058,139,22,240,17,912,1638,22,3,190.0
3122,340,21,618,108,3600,1698,39,3,182.0
3573,43,13,277,126,1626,1441,40,2,185.33333333333334
3316,131,10,30,-2,1126,1263,38,2,200.0
3319,79,8,0,0,1149,1293,38,2,195.0
3406,346,16,484,177,949,1361,40,2,188.0
3412,357,18,443,180,960,1405,40,2,182.33333333333334
